ORF	Start BP	End BP	Length
YMR294W	856965	858086	1121
YMR294W-A	858208	858567	359
YMR295C	858889	858296	593
YMR296C	860890	859214	1676
YMR297W	861921	863519	1598
YMR298W	863818	864270	452
YMR299C	865349	864411	938
YMR300C	867090	865558	1532
YMR301C	869626	867554	2072
YMR302C	872624	870072	2552
YMR303C	874336	873290	1046
YMR304W	874986	878678	3692
YMR304C-A	879129	878779	350
YMR305C	880231	879062	1169
YMR306W	881158	886515	5357
YMR306C-A	886571	886182	389
YMR307W	887002	888681	1679
YMR307C-A	887924	887730	194
YMR308C	892220	888951	3269
YMR309C	895425	892987	2438
YMR310C	896668	895715	953
YMR311C	897602	896913	689
YMR312W	898404	899225	821
YMR313C	901306	899378	1928
YMR314W	901708	902412	704
YMR315W	902799	903848	1049
YMR315W-A	904285	904392	107
YMR316W	904823	905833	1010
YMR316C-A	905971	905660	311
YMR317W	907362	910784	3422
YMR316C-B	907627	907319	308
YMR318C	912141	911059	1082
YMR319C	914536	912878	1658
YMR320W	916744	917049	305
YMR321C	917894	917577	317
YMR322C	919077	918364	713
YMR323W	920086	921399	1313
YMR324C	922442	922200	242
YMR325W	922639	923013	374
YMR326C	923800	923492	308
YNL339W-B	734	1216	482
YNL339W-A	1517	2092	575
YNL339C	6098	371	5727
YNL338W	6561	6719	158
YNL337W	7165	7419	254
YNL336W	8330	9475	1145
YNL335W	11452	12129	677
YNL334C	12876	12208	668
YNL333W	13267	14163	896
YNL332W	14832	15854	1022
YNL331C	17248	16118	1130
YNL330C	19302	18001	1301
YNL329C	22633	19541	3092
YNL328C	23274	22834	440
YNL327W	24047	27172	3125
YNL326C	28346	27336	1010
YNL324W	31049	31444	395
YNL325C	31377	28738	2639
YNL323W	31943	33187	1244
YNL322C	34234	33293	941
YNL321W	34695	37421	2726
YNL320W	37699	38553	854
YNL319W	38641	39081	440
YNL318C	40328	38706	1622
YNL317W	40618	42015	1397
YNL316C	43074	42070	1004
YNL315C	44279	43323	956
YNL314W	44446	45213	767
YNL313C	48021	45307	2714
YNL312W	48286	49215	929
YNL311C	51687	49396	2291
YNL310C	52523	51906	617
YNL309W	52661	53923	1262
YNL308C	55896	54121	1775
YNL307C	57573	56446	1127
YNL306W	58155	58808	653
YNL305C	59791	58898	893
YNL304W	60482	61549	1067
YNL303W	61509	61856	347
YNL302C	62942	61957	985
YNL301C	64561	63569	992
YNL300W	65743	66051	308
YNL299W	66516	68393	1877
YNL298W	68913	71441	2528
YNL296W	76271	76585	314
YNL297C	76581	71671	4910
YNL295W	76944	78518	1574
YNL294C	80258	78657	1601
YNL293W	80638	82539	1901
YNL292W	82804	84015	1211
YNL291C	85813	84167	1646
YNL290W	86216	87238	1022
YNL289W	87895	88734	839
YNL288W	90301	91422	1121
YNL287W	91992	94799	2807
YNL286W	95221	96078	857
YNL285W	96171	96542	371
YNL284C	104100	103132	968
YNL283C	106693	105182	1511
YNL282W	107685	108272	587
YNL281W	108465	108926	461
YNL280C	110409	109093	1316
YNL279W	110915	112900	1985
YNL278W	113269	116451	3182
YNL277W-A	116677	116865	188
YNL277W	117347	118807	1460
YNL276C	118824	118429	395
YNL275W	119266	120996	1730
YNL274C	122168	121116	1052
YNL273W	122881	126597	3716
YNL272C	129082	126803	2279
YNL271C	135382	129521	5861
YNL270C	137660	135939	1721
YNL269W	137698	138093	395
YNL268W	138549	140384	1835
YNL267W	140877	144077	3200
YNL266W	144244	144663	419
YNL265C	145280	144279	1001
YNL264C	146614	145562	1052
YNL263C	147839	146895	944
YNL262W	148211	154879	6668
YNL261W	155099	156538	1439
YNL260C	157454	156858	596
YNL259C	157864	157643	221
YNL258C	160372	158108	2264
YNL257C	164319	160630	3689
YNL256W	164622	167096	2474
YNL255C	167789	167328	461
YNL254C	169247	168042	1205
YNL253W	170017	171285	1268
YNL252C	172285	171440	845
YNL251C	174314	172587	1727
YNL250W	175409	179347	3938
YNL249C	181021	179393	1628
YNL248C	182607	181360	1247
YNL247W	182874	185177	2303
YNL246W	185459	186348	889
YNL245C	186884	186345	539
YNL244C	187495	187169	326
YNL243W	188050	190956	2906
YNL242W	191323	196101	4778
YNL241C	197942	196425	1517
YNL240C	199976	198501	1475
YNL239W	200568	201932	1364
YNL238W	202427	204871	2444
YNL237W	205187	206566	1379
YNL236W	206929	209853	2924
YNL235C	209978	209547	431
YNL234W	210232	211512	1280
YNL233W	211921	214599	2678
YNL232W	214922	215800	878
YNL231C	217041	215986	1055
YNL230C	218661	217522	1139
YNL229C	220200	219136	1064
YNL228W	220644	221420	776
YNL226W	222238	222648	410
YNL227C	222430	220658	1772
YNL225C	224468	222723	1745
YNL224C	227098	224795	2303
YNL223W	227369	228853	1484
YNL222W	229093	229713	620
YNL221C	233694	231067	2627
YNL220W	234412	235713	1301
YNL219C	237662	235995	1667
YNL218W	238237	240000	1763
YNL217W	240330	241310	980
YNL216W	241688	244171	2483
YNL215W	244467	245429	962
YNL214W	245616	246215	599
YNL213C	247103	246459	644
YNL212W	247460	249808	2348
YNL211C	250314	250054	260
YNL210W	250930	251742	812
YNL209W	252058	253899	1841
YNL208W	254417	255016	599
YNL207W	255352	256629	1277
YNL206C	258154	256787	1367
YNL205C	258576	258154	422
YNL204C	259276	258374	902
YNL202W	259568	260455	887
YNL203C	260049	259438	611
YNL201C	263202	260626	2576
YNL200C	264452	263712	740
YNL199C	266529	264925	1604
YNL198C	266815	266513	302
YNL197C	269592	267607	1985
YNL196C	271170	270274	896
YNL195C	272307	271522	785
YNL194C	273614	272709	905
YNL193W	274367	276043	1676
YNL192W	276501	279896	3395
YNL191W	280431	281504	1073
YNL190W	282394	283008	614
YNL189W	284259	285887	1628
YNL188W	286307	287608	1301
YNL187W	287994	289067	1073
YNL186W	289498	291876	2378
YNL185C	292669	292193	476
YNL184C	292883	292557	326
YNL183C	295509	293137	2372
YNL182C	297627	295960	1667
YNL181W	298335	299558	1223
YNL180C	300649	299654	995
YNL179C	301103	300666	437
YNL178W	302680	303402	722
YNL177C	304615	303686	929
YNL176C	306980	305070	1910
YNL174W	308074	308646	572
YNL175C	308612	307401	1211
YNL173C	310057	308957	1100
YNL172W	310636	315882	5246
YNL170W	315978	316373	395
YNL171C	315997	315629	368
YNL169C	317671	316169	1502
YNL168C	318809	318030	779
YNL167C	321359	319416	1943
YNL166C	323565	322219	1346
YNL165W	323832	325052	1220
YNL164C	326320	325265	1055
YNL163C	330073	326741	3332
YNL162W-A	330329	330547	218
YNL162W	331322	332154	832
YNL161W	332597	334867	2270
YNL160W	336545	337609	1064
YNL159C	339347	338478	869
YNL158W	339612	340208	596
YNL157W	340352	340858	506
YNL156C	341968	341069	899
YNL155W	342516	343340	824
YNL154C	345276	343636	1640
YNL153C	346058	345669	389
YNL152W	346313	347542	1229
YNL151C	348521	347766	755
YNL150W	349251	349658	407
YNL149C	349756	349367	389
YNL148C	350671	349907	764
YNL147W	350940	351383	443
YNL146C-A	351580	351386	194
YNL146W	351715	352017	302
YNL145W	352414	352530	116
YNL144W-A	353061	353144	83
YNL144C	355042	352820	2222
YNL143C	357186	356794	392
YNL142W	357453	358952	1499
YNL141W	359596	360639	1043
YNL140C	361486	360917	569
YNL139C	365717	360924	4793
YNL138W-A	366033	366412	379
YNL138W	366741	368321	1580
YNL137C	370055	368595	1460
YNL136W	370368	371645	1277
YNL135C	372226	371882	344
YNL134C	373581	372451	1130
YNL133C	374692	374171	521
YNL132W	375321	378491	3170
YNL131W	378767	379225	458
YNL130C	380831	379558	1273
YNL130C-A	381391	381245	146
YNL129W	381480	382202	722
YNL128W	382359	383663	1304
YNL127W	383987	386848	2861
YNL126W	387227	389767	2540
YNL125C	392167	390146	2021
YNL124W	392892	394370	1478
YNL123W	394685	397678	2993
YNL122C	398370	398023	347
YNL121C	400537	398684	1853
YNL119W	401040	402521	1481
YNL120C	401518	401033	485
YNL118C	405564	402652	2912
YNL117W	406358	408022	1664
YNL116W	408341	409909	1568
YNL115C	412053	410119	1934
YNL113W	412771	413199	428
YNL114C	413055	412684	371
YNL112W	413639	416281	2642
YNL111C	417302	416940	362
YNL110C	418488	417826	662
YNL109W	418964	419509	545
YNL108C	419826	419014	812
YNL107W	420098	420778	680
YNL105W	424155	424583	428
YNL106C	424495	420944	3551
YNL103W-A	426719	426808	89
YNL104C	426754	424895	1859
YNL103W	427735	429753	2018
YNL102W	430087	434493	4406
YNL101W	434999	437140	2141
YNL100W	437613	438317	704
YNL099C	439283	438567	716
YNL098C	440570	439602	968
YNL097C-A	440919	440797	122
YNL097W-A	441431	441586	155
YNL097C	442358	441366	992
YNL096C	444315	443398	917
YNL095C	446840	444912	1928
YNL094W	447611	449374	1763
YNL093W	449868	450530	662
YNL092W	450871	452073	1202
YNL091W	452408	456130	3722
YNL090W	456565	457143	578
YNL089C	457169	456693	476
YNL088W	457704	461990	4286
YNL087W	462411	465947	3536
YNL086W	466334	466642	308
YNL085W	467131	469623	2492
YNL084C	471102	470053	1049
YNL083W	471377	473014	1637
YNL082W	473390	476011	2621
YNL081C	476618	476187	431
YNL080C	478031	476931	1100
YNL079C	479164	478565	599
YNL078W	479767	480990	1223
YNL077W	481390	482976	1586
YNL076W	483555	485309	1754
YNL075W	485606	486478	872
YNL074C	488123	486765	1358
YNL073W	488385	490115	1730
YNL072W	490316	491239	923
YNL071W	491522	492970	1448
YNL070W	493365	493547	182
YNL069C	495000	493955	1045
YNL068C	498288	495700	2588
YNL067W-A	498537	498683	146
YNL067W-B	499416	499556	140
YNL067W	499680	500255	575
YNL066W	501514	502776	1262
YNL065W	503723	505483	1760
YNL064C	507096	505867	1229
YNL063W	507757	508701	944
YNL062C	510211	508775	1436
YNL061W	510539	512395	1856
YNL059C	514934	512667	2267
YNL057W	516402	516734	332
YNL058C	516712	515762	950
YNL056W	517248	517841	593
YNL055C	518844	517993	851
YNL054W	526085	529582	3497
YNL053W	529941	531410	1469
YNL052W	531724	532185	461
YNL051W	532658	533869	1211
YNL050C	534981	534078	903
YNL049C	537910	535280	2630
YNL048W	538172	539818	1646
YNL047C	541880	539910	1970
YNL046W	542303	542821	518
YNL045W	542962	544977	2015
YNL044W	545267	545876	609
YNL043C	545908	545588	320
YNL042W-B	547112	547369	257
YNL042W	548099	549289	1190
YNL041C	551986	549467	2519
YNL040W	553379	554749	1370
YNL039W	555047	556831	1784
YNL038W	557019	557782	763
YNL037C	559001	557919	1082
YNL036W	559813	560478	665
YNL035C	569690	568521	1169
YNL034W	570476	572314	1838
YNL033W	572998	573852	854
YNL032W	574505	575350	845
YNL031C	576049	575639	410
YNL030W	576726	577037	311
YNL028W	578678	578995	317
YNL029C	578772	577204	1568
YNL027W	579579	581615	2036
YNL026W	581919	583373	1454
YNL025C	585290	584319	971
YNL024C-A	586819	586601	218
YNL024C	587846	587106	740
YNL023C	591159	588262	2897
YNL022C	592898	591426	1472
YNL021W	593226	595346	2120
YNL020C	597538	595622	1916
YNL019C	599229	598375	854
YNL018C	601773	599935	1838
YNL017C	602475	602137	338
YNL016W	602906	604267	1361
YNL015W	605383	605610	227
YNL014W	606318	609452	3134
YNL013C	609509	609132	377
YNL012W	609685	611664	1979
YNL011C	613169	611835	1334
YNL010W	613634	614359	725
YNL009W	614820	616082	1262
YNL008C	618219	616210	2009
YNL007C	619565	618507	1058
YNL006W	620067	620978	911
YNL005C	622428	621313	1115
YNL004W	623332	624621	1289
YNL003C	625829	624975	854
YNL002C	627142	626174	968
YNL001W	627456	628616	1160
YNR001C	631061	629622	1439
YNR001W-A	631263	631481	218
YNR002C	633856	633008	848
YNR003W-A	634420	634518	98
YNR003C	635297	634344	953
YNR004W	635943	636383	440
YNR006W	636986	638854	1868
YNR005C	637335	636931	404
YNR007C	640114	639182	932
YNR008W	640396	642381	1985
YNR009W	642690	643439	749
YNR010W	643744	644193	449
YNR011C	646950	644320	2630
YNR012W	647432	648937	1505
YNR013C	651712	649028	2684
YNR014W	652465	653103	638
YNR015W	653387	654541	1154
YNR016C	661374	654673	6701
YNR017W	662913	663581	668
YNR018W	664270	664944	674
YNR019W	665339	667267	1928
YNR020C	668222	667410	812
YNR021W	668377	669591	1214
YNR022C	670193	669774	419
YNR023W	670418	672118	1700
YNR024W	672409	672969	560
YNR025C	673061	672702	359
YNR026C	674689	673274	1415
YNR027W	674923	675876	953
YNR028W	676177	677103	926
YNR029C	678488	677199	1289
YNR030W	678799	680454	1655
YNR031C	685433	680694	4739
YNR032W	686010	687116	1106
YNR032C-A	687464	687243	221
YNR033W	687635	689998	2363
YNR034W	690321	691286	965
YNR034W-A	692561	692857	296
YNR035C	694047	693019	1028
YNR036C	694822	694361	461
YNR037C	695327	695052	275
YNR038W	695595	697484	1889
YNR039C	699431	697614	1817
YNR040W	699690	700460	770
YNR042W	701238	701666	428
YNR041C	701659	700541	1118
YNR043W	701895	703085	1190
YNR044W	703699	705876	2177
YNR045W	706139	707608	1469
YNR046W	707788	708195	407
YNR047W	708523	711204	2681
YNR048W	711630	712811	1181
YNR049C	713655	713023	632
YNR050C	715388	714048	1340
YNR051C	718327	716780	1547
YNR052C	720647	719346	1301
YNR053C	723111	721120	1991
YNR054C	724305	723355	950
YNR055C	730185	728425	1760
YNR056C	733301	731616	1685
YNR057C	734067	733354	713
YNR058W	734289	735731	1442
YNR059W	736801	738543	1742
YNR060W	739949	742108	2159
YNR061C	743538	742879	659
YNR062C	745341	744358	983
YNR063W	746941	748764	1823
YNR064C	750006	749134	872
YNR065C	753698	750348	3350
YNR066C	755033	753723	1310
YNR067C	759097	755744	3353
YNR068C	760883	760065	818
YNR069C	762590	761121	1469
YNR070W	765373	769374	4001
YNR071C	771466	770438	1028
YNR072W	772655	774349	1694
YNR073C	776298	774790	1508
YNR074C	778736	777600	1136
YNR075W	779914	781038	1124
YNR075C-A	781601	781509	92
YNR076W	781916	782278	362
YNR077C	783539	783285	254
YOL166W-A	585	740	155
YOL166C	1338	1000	338
YOL165C	2078	1647	431
YOL164W-A	4130	4312	182
YOL164W	6175	8115	1940
YOL163W	9596	10105	509
YOL162W	10118	10765	647
YOL161C	11910	11548	362
YOL160W	14312	14653	341
YOL159C-A	15504	15232	272
YOL159C	17795	17280	515
YOL158C	21310	19490	1820
YOL157C	24293	22524	1769
YOL156W	25272	26975	1703
YOL155W-A	27083	27217	134
YOL155C	31605	28702	2903
YOL154W	34657	35406	749
YOL152W	40747	42636	1889
YOL151W	43692	44720	1028
YOL150C	44782	44471	311
YOL149W	44936	45631	695
YOL148C	47572	45758	1814
YOL147C	48641	47931	710
YOL146W	48862	49446	584
YOL145C	52786	49553	3233
YOL144W	53096	54550	1454
YOL143C	55102	54593	509
YOL142W	55556	56278	722
YOL141W	56450	58537	2087
YOL140W	58758	60029	1271
YOL139C	61023	60382	641
YOL138C	65349	61324	4025
YOL137W	65620	67113	1493
YOL136C	68753	67560	1193
YOL135C	70043	69375	668
YOL133W	70324	70689	365
YOL134C	70544	70155	389
YOL132W	71299	72714	1415
YOL131W	73030	73356	326
YOL130W	74399	76978	2579
YOL129W	77559	78113	554
YOL128C	79478	78351	1127
YOL127W	80347	81189	842
YOL126C	83057	81786	1271
YOL125W	83833	85263	1430
YOL124C	86756	85455	1301
YOL123W	87843	89447	1604
YOL122C	91418	89691	1727
YOL121C	92849	92025	824
YOL120C	94401	93394	1007
YOL119C	96360	94855	1505
YOL118C	96915	96607	308
YOL117W	97550	99487	1937
YOL116W	99808	100956	1148
YOL115W	101474	103228	1754
YOL114C	103924	103316	608
YOL113W	104325	106292	1967
YOL112W	106709	108187	1478
YOL111C	108895	108257	638
YOL110W	109175	109888	713
YOL109W	110296	110637	341
YOL108C	111885	111430	455
YOL107W	112101	113129	1028
YOL106W	113225	113578	353
YOL105C	115807	114137	1670
YOL104C	117453	116395	1058
YOL103W	124000	125829	1829
YOL102C	126688	125996	692
YOL101C	127919	126981	938
YOL100W	129236	132481	3245
YOL099C	132507	132016	491
YOL098C	135837	132724	3113
YOL097W-A	136219	136404	185
YOL097C	137824	136526	1298
YOL096C	139044	138106	938
YOL095C	141346	139226	2120
YOL094C	142554	141583	971
YOL093W	142814	143695	881
YOL092W	144203	145129	926
YOL091W	145333	147162	1829
YOL090W	147381	150275	2894
YOL089C	153489	150397	3092
YOL088C	154744	153911	833
YOL087C	158636	155286	3350
YOL086W-A	159172	159444	272
YOL086C	160593	159547	1046
YOL085W-A	161578	161790	212
YOL085C	162013	161672	341
YOL084W	162355	165330	2975
YOL083W	165713	166951	1238
YOL083C-A	166600	166460	140
YOL082W	168726	169973	1247
YOL081W	171069	180308	9239
YOL079W	181056	181454	398
YOL080C	181426	180557	869
YOL078W	181681	185211	3530
YOL077W-A	185437	185643	206
YOL077C	186722	185847	875
YOL076W	187023	189413	2390
YOL075C	193541	189657	3884
YOL073C	194799	193831	968
YOL072W	194969	196336	1367
YOL071W	196506	196994	488
YOL070C	198724	197219	1505
YOL069W	198941	200296	1355
YOL068C	201878	200367	1511
YOL067C	202517	201984	533
YOL066C	204470	202695	1775
YOL065C	205884	204730	1154
YOL064C	207175	206102	1073
YOL063C	210264	207391	2873
YOL062C	211994	210519	1475
YOL061W	212243	213733	1490
YOL060C	216136	214016	2120
YOL059W	217125	218447	1322
YOL058W	219209	220471	1262
YOL057W	220765	222900	2135
YOL056W	223266	224177	911
YOL055C	226073	224418	1655
YOL054W	228612	229832	1220
YOL053W	230083	231270	1187
YOL052C-A	231753	231568	185
YOL052C	233634	232444	1190
YOL051W	234938	238183	3245
YOL050C	238200	237880	320
YOL049W	238617	240092	1475
YOL048C	241308	240202	1106
YOL047C	242745	241612	1133
YOL045W	243495	246800	3305
YOL046C	244138	243464	674
YOL044W	247148	248299	1151
YOL043C	249532	248390	1142
YOL042W	249823	250914	1091
YOL041C	252644	251265	1379
YOL040C	253575	253147	428
YOL039W	254295	254615	320
YOL038C-A	255019	254924	95
YOL038W	255335	256099	764
YOL036W	256743	259028	2285
YOL037C	257017	256664	353
YOL035C	259103	258801	302
YOL034W	259923	263204	3281
YOL033W	263475	265085	1610
YOL032W	265429	266169	740
YOL031C	267529	266264	1265
YOL030W	268187	269641	1454
YOL029C	270420	269815	605
YOL028C	271370	270633	737
YOL027C	273724	272003	1721
YOL026C	274353	274012	341
YOL025W	274957	276939	1982
YOL024W	277086	277604	518
YOL023W	278056	280086	2030
YOL022C	281498	280272	1226
YOL021C	285426	282421	3005
YOL020W	286172	287950	1778
YOL019W-A	288420	288572	152
YOL019W	288898	290553	1655
YOL018C	292074	290881	1193
YOL017W	292529	294673	2144
YOL016C	296120	294777	1343
YOL015W	297078	298838	1760
YOL014W	299693	300067	374
YOL013W-A	300690	300980	290
YOL013W-B	301047	301238	191
YOL013C	303035	301380	1655
YOL012C	303983	303579	404
YOL011W	305349	307409	2060
YOL010W	307938	309041	1103
YOL009C	310139	309324	815
YOL008W	310312	310935	623
YOL007C	312367	311342	1025
YOL006C	315387	313078	2309
YOL005C	316175	315813	362
YOL004W	316938	321548	4610
YOL003C	322994	321858	1136
YOL002C	324364	323411	953
YOL001W	325249	326130	881
YOR001W	326832	329033	2201
YOR002W	329417	331051	1634
YOR003W	331455	332891	1436
YOR004W	333592	334356	764
YOR005C	337343	334509	2834
YOR006C	338621	337680	941
YOR007C	339978	338938	1040
YOR008C	342414	341278	1136
YOR008C-A	343081	342857	224
YOR008W-B	343928	344029	101
YOR009W	344334	345797	1463
YOR010C	346949	346194	755
YOR011W	349678	353862	4184
YOR011W-A	355651	355857	206
YOR012W	356542	356955	413
YOR013W	356750	357220	470
YOR014W	357673	359946	2273
YOR015W	359992	360351	359
YOR016C	361083	360460	623
YOR017W	361411	363813	2402
YOR018W	364368	366881	2513
YOR019W	368126	370318	2192
YOR020C	370843	370523	320
YOR020W-A	371684	371956	272
YOR021C	373438	372797	641
YOR022C	375856	373709	2147
YOR023C	377711	376011	1700
YOR024W	377846	378169	323
YOR025W	378218	379561	1343
YOR026W	379780	380805	1025
YOR027W	381052	382821	1769
YOR028C	384419	383532	887
YOR029W	384599	384934	335
YOR030W	386824	388683	1859
YOR031W	389212	389421	209
YOR032C	391074	389770	1304
YOR032W-A	392175	392375	200
YOR033C	394523	392415	2108
YOR034C	397085	394836	2249
YOR034C-A	397667	397425	242
YOR035C	400103	397734	2369
YOR036W	400347	401213	866
YOR037W	401554	402654	1100
YOR038C	405387	402760	2627
YOR039W	405767	406543	776
YOR040W	407063	407920	857
YOR042W	408424	409659	1235
YOR041C	408788	408357	431
YOR043W	410869	412329	1460
YOR044W	413006	413479	473
YOR045W	413851	414036	185
YOR046C	415907	414459	1448
YOR047C	417681	416347	1334
YOR048C	421650	418630	3020
YOR049C	423732	422668	1064
YOR050C	424618	424271	347
YOR051C	426085	424847	1238
YOR052C	427225	426773	452
YOR053W	427818	428159	341
YOR055W	429479	429913	434
YOR054C	429858	427834	2024
YOR056C	431627	430248	1379
YOR057W	432187	433374	1187
YOR058C	436346	433689	2657
YOR059C	440259	438907	1352
YOR060C	441164	440391	773
YOR061W	441535	442554	1019
YOR062C	443532	442726	806
YOR063W	444687	445850	1163
YOR064C	446739	446080	659
YOR065W	447440	448369	929
YOR066W	449437	451326	1889
YOR067C	453463	451730	1733
YOR069W	453769	455796	2027
YOR068C	454214	453870	344
YOR070C	457821	455908	1913
YOR071C	461277	459481	1796
YOR072W	461503	461817	314
YOR072W-A	461792	462040	248
YOR072W-B	464470	464631	161
YOR073W	464772	466544	1772
YOR073W-A	467391	467624	233
YOR074C	467590	466676	914
YOR075W	468213	469253	1040
YOR076C	471621	469378	2243
YOR077W	471900	472598	698
YOR078W	472726	473370	644
YOR079C	474417	473476	941
YOR080W	474553	476793	2240
YOR081C	479189	476940	2249
YOR083W	479534	480421	887
YOR082C	479638	479297	341
YOR084W	480588	481751	1163
YOR085W	482034	483086	1052
YOR086C	486780	483220	3560
YOR087W	487708	489735	2027
YOR089C	490829	490197	632
YOR090C	492842	491124	1718
YOR091W	493265	494470	1205
YOR092W	495127	496968	1841
YOR093C	502452	497506	4946
YOR094W	502795	503346	551
YOR095C	504328	503552	776
YOR096W	505794	506767	973
YOR097C	507505	506978	527
YOR098C	511178	507948	3230
YOR099W	511825	513006	1181
YOR100C	514278	513295	983
YOR101W	515244	516173	929
YOR102W	516423	516773	350
YOR103C	516841	516449	392
YOR104W	517642	518490	848
YOR105W	518195	518521	326
YOR106W	519121	519972	851
YOR107W	521353	522282	929
YOR108W	523027	524841	1814
YOR108C-A	524814	524605	209
YOR109W	525278	528601	3323
YOR110W	528941	530248	1307
YOR111W	530429	531127	698
YOR112W	531508	533793	2285
YOR113W	534075	536819	2744
YOR114W	537570	538454	884
YOR115C	539465	538659	806
YOR116C	544145	539763	4382
YOR117W	545029	546333	1304
YOR118W	546857	548560	1703
YOR119C	550246	548792	1454
YOR120W	551114	552052	938
YOR121C	552103	551798	305
YOR122C	552887	552298	589
YOR123C	554570	553176	1394
YOR124C	558642	554824	3818
YOR125C	559731	559030	701
YOR126C	560677	559961	716
YOR127W	561170	564193	3023
YOR128C	566191	564476	1715
YOR129C	569558	566877	2681
YOR130C	570807	569929	878
YOR131C	572838	572182	656
YOR132W	573175	574830	1655
YOR133W	575098	577626	2528
YOR134W	578564	579793	1229
YOR136W	580250	581359	1109
YOR135C	580500	580159	341
YOR137C	583681	581813	1868
YOR138C	586324	584309	2015
YOR140W	586981	589281	2300
YOR139C	587342	586950	392
YOR141C	592587	589942	2645
YOR142W	593057	594046	989
YOR143C	602342	601383	959
YOR144C	605092	602717	2375
YOR146W	605873	606178	305
YOR145C	606171	605347	824
YOR147W	606514	608475	1961
YOR148C	609197	608640	557
YOR149C	611388	609838	1550
YOR150W	611999	612490	491
YOR151C	616671	612997	3674
YOR152C	618288	617518	770
YOR153W	619840	624375	4535
YOR154W	624729	626492	1763
YOR155C	627980	626628	1352
YOR156C	630540	628360	2180
YOR157C	631751	630966	785
YOR158W	632164	633120	956
YOR159C	633566	633282	284
YOR160W	633839	636757	2918
YOR161W-A	637574	637654	80
YOR161W-B	637975	638235	260
YOR161C	638558	636939	1619
YOR161C-C	639267	639121	146
YOR162C	641992	639560	2432
YOR163W	642741	643307	566
YOR164C	644332	643394	938
YOR165W	644566	646896	2330
YOR166C	648502	647126	1376
YOR167C	649007	648804	203
YOR168W	649303	651732	2429
YOR169C	651840	651376	464
YOR170W	651858	652163	305
YOR171C	653884	652010	1874
YOR172W	654210	656570	2360
YOR173W	657132	658325	1193
YOR174W	658747	659601	854
YOR175C	661674	659815	1859
YOR176W	662401	663582	1181
YOR177C	667179	665785	1394
YOR178C	670241	667860	2381
YOR179C	672411	671845	566
YOR180C	675167	674352	815
YOR181W	675939	677840	1901
YOR182C	678793	678191	602
YOR183W	678872	679261	389
YOR184W	679357	680544	1187
YOR185C	682106	681444	662
YOR186W	683111	683545	434
YOR186C-A	683538	683329	209
YOR187W	684030	685343	1313
YOR188W	685767	689180	3413
YOR189W	689624	689974	350
YOR190W	690695	692032	1337
YOR191W	692475	697334	4859
YOR192C	700567	698768	1799
YOR192C-C	704224	703988	236
YOR193W	710446	711576	1130
YOR194C	712543	711683	860
YOR195W	712866	715331	2465
YOR196C	716837	715593	1244
YOR197W	717023	718384	1361
YOR198C	720065	718653	1412
YOR199W	720181	720510	329
YOR200W	720417	720815	398
YOR201C	721708	720470	1238
YOR202W	721946	722608	662
YOR203W	722565	722918	353
YOR204W	722911	724725	1814
YOR205C	727234	725564	1670
YOR206W	727512	729644	2132
YOR207C	733457	730008	3449
YOR208W	733925	736177	2252
YOR209C	737726	736437	1289
YOR210W	738320	738532	212
YOR211C	741632	738924	2708
YOR212W	742910	744181	1271
YOR213C	745281	744535	746
YOR214C	746303	745593	710
YOR215C	747282	746725	557
YOR216C	748979	747525	1454
YOR217W	749301	751886	2585
YOR218C	751895	751476	419
YOR219C	755009	752214	2795
YOR220W	755328	756125	797
YOR221C	757831	756476	1355
YOR222W	758330	759253	923
YOR223W	759782	760660	878
YOR224C	761265	760825	440
YOR225W	761392	761721	329
YOR226C	762084	761614	470
YOR227W	762825	766565	3740
YOR228C	767777	766869	908
YOR229W	768409	769812	1403
YOR230W	770800	772113	1313
YOR231W	772601	774127	1526
YOR231C-A	773363	773163	200
YOR232W	774573	775259	686
YOR233W	775846	778248	2402
YOR234C	779405	778555	850
YOR235W	779870	780184	314
YOR236W	780906	781541	635
YOR237W	781994	783298	1304
YOR238W	783677	784588	911
YOR239W	784857	786744	1887
YOR241W	786995	788641	1646
YOR242C	789857	788742	1115
YOR243C	792241	790211	2030
YOR244W	792531	793868	1337
YOR245C	795332	794076	1256
YOR246C	796793	795801	992
YOR247W	797676	798308	632
YOR248W	798013	798315	302
YOR249C	800731	798674	2057
YOR250C	802307	800970	1337
YOR251C	803464	802550	914
YOR252W	803777	804202	425
YOR253W	804376	804906	530
YOR254C	807022	805031	1991
YOR255W	807270	808106	836
YOR256C	810681	808252	2429
YOR257W	811006	811491	485
YOR258W	811669	812322	653
YOR259C	813706	812393	1313
YOR260W	813982	815718	1736
YOR261C	816929	815913	1016
YOR262W	817289	818332	1043
YOR264W	818863	820155	1292
YOR263C	819161	818754	407
YOR265W	820451	820771	320
YOR266W	821020	822291	1271
YOR267C	824864	822585	2279
YOR268C	825929	825531	398
YOR269W	826382	827866	1484
YOR270C	830571	828049	2522
YOR271C	832039	831056	983
YOR272W	832810	834192	1382
YOR273C	836428	834449	1979
YOR274W	837671	838957	1286
YOR275C	841066	839081	1985
YOR276W	841330	841815	485
YOR277C	841820	841512	308
YOR278W	842814	843641	827
YOR279C	844627	843695	932
YOR280C	845789	844989	800
YOR282W	846997	847317	320
YOR281C	847126	846266	860
YOR283W	847450	848142	692
YOR284W	848475	849206	731
YOR285W	849632	850051	419
YOR286W	850277	850726	449
YOR287C	851836	850934	902
